units,date,store_nbr,item_nbr
6,2013-04-08,1,28
217,2013-04-08,4,9
20,2013-04-08,4,27
1,2013-04-08,4,90
1,2013-04-08,5,16
1,2013-04-08,5,32
15,2013-04-08,5,37
124,2013-04-08,7,5
14,2013-04-08,7,23
40,2013-04-08,8,5
5,2013-04-08,8,23
5,2013-04-08,8,100
62,2013-04-08,9,5
11,2013-04-08,9,42
60,2013-04-08,9,45
57,2013-04-08,10,5
2,2013-04-08,10,21
24,2013-04-08,10,37
18,2013-04-08,11,9
1,2013-04-08,11,61
36,2013-04-08,11,68
35,2013-04-08,12,16
16,2013-04-08,12,37
4,2013-04-08,12,79
120,2013-04-08,13,5
88,2013-04-08,13,36
3,2013-04-08,14,9
12,2013-04-08,14,25
2,2013-04-08,14,70
124,2013-04-08,15,5
122,2013-04-08,15,45
3,2013-04-08,15,61
33,2013-04-08,16,16
126,2013-04-08,16,25
2,2013-04-08,16,77
169,2013-04-08,17,9
81,2013-04-08,17,37
110,2013-04-08,17,48
13,2013-04-08,18,5
13,2013-04-08,18,37
1,2013-04-08,18,72
10,2013-04-08,19,16
5,2013-04-08,19,69
4,2013-04-08,19,83
100,2013-04-08,21,5
80,2013-04-08,21,44
54,2013-04-08,22,9
2,2013-04-08,22,54
36,2013-04-08,22,68
57,2013-04-08,23,5
5,2013-04-08,23,29
51,2013-04-08,23,45
32,2013-04-08,24,6
66,2013-04-08,24,43
1,2013-04-08,24,60
164,2013-04-08,25,9
2,2013-04-08,25,12
114,2013-04-08,25,45
5,2013-04-08,26,2
42,2013-04-08,26,5
43,2013-04-08,26,45
25,2013-04-08,27,9
2,2013-04-08,27,21
29,2013-04-08,27,68
4,2013-04-08,27,80
24,2013-04-08,29,8
31,2013-04-08,29,41
64,2013-04-08,29,45
32,2013-04-08,31,9
62,2013-04-08,31,45
16,2013-04-08,31,67
96,2013-04-08,32,9
2,2013-04-08,32,19
92,2013-04-08,32,45
1,2013-04-08,32,86
60,2013-04-08,33,9
176,2013-04-08,33,44
50,2013-04-08,34,9
96,2013-04-08,34,45
21,2013-04-08,35,16
11,2013-04-08,35,24
7,2013-04-08,35,63
19,2013-04-08,35,66
2,2013-04-08,36,1
25,2013-04-08,36,9
1,2013-04-08,36,30
58,2013-04-08,36,44
69,2013-04-08,37,5
64,2013-04-08,37,45
1,2013-04-08,39,9
10,2013-04-08,39,36
99,2013-04-08,40,5
102,2013-04-08,40,45
1,2013-04-08,40,55
61,2013-04-08,41,16
1,2013-04-08,41,61
19,2013-04-08,41,68
2,2013-04-08,43,3
54,2013-04-08,43,16
13,2013-04-08,43,37
27,2013-04-08,44,5
3,2013-04-08,44,62
25,2013-04-08,44,68
28,2013-04-08,45,9
5,2013-04-08,45,26
41,2013-04-09,1,9
5,2013-04-09,1,28
148,2013-04-09,4,9
11,2013-04-09,4,27
22,2013-04-09,5,16
1,2013-04-09,5,20
6,2013-04-09,5,37
70,2013-04-09,7,5
14,2013-04-09,7,23
10,2013-04-09,8,5
8,2013-04-09,8,23
1,2013-04-09,8,59
2,2013-04-09,8,100
22,2013-04-09,9,5
5,2013-04-09,9,42
43,2013-04-09,9,45
167,2013-04-09,10,5
14,2013-04-09,10,37
1,2013-04-09,10,86
31,2013-04-09,11,9
23,2013-04-09,11,68
2,2013-04-09,11,86
6,2013-04-09,11,87
26,2013-04-09,12,16
18,2013-04-09,12,37
53,2013-04-09,13,5
71,2013-04-09,13,36
18,2013-04-09,14,9
43,2013-04-09,14,25
1,2013-04-09,14,70
55,2013-04-09,15,5
92,2013-04-09,15,45
1,2013-04-09,15,61
16,2013-04-09,16,16
106,2013-04-09,16,25
460,2013-04-09,17,9
87,2013-04-09,17,37
109,2013-04-09,17,48
1,2013-04-09,17,71
16,2013-04-09,18,5
13,2013-04-09,18,37
2,2013-04-09,18,57
12,2013-04-09,19,16
1,2013-04-09,19,69
1,2013-04-09,19,75
2,2013-04-09,19,83
32,2013-04-09,21,5
78,2013-04-09,21,44
1,2013-04-09,21,91
121,2013-04-09,22,9
44,2013-04-09,22,68
1,2013-04-09,22,78
44,2013-04-09,23,5
3,2013-04-09,23,29
31,2013-04-09,23,45
1,2013-04-09,23,56
45,2013-04-09,24,6
57,2013-04-09,24,43
4,2013-04-09,24,60
52,2013-04-09,25,9
63,2013-04-09,25,45
1,2013-04-09,25,84
4,2013-04-09,26,2
34,2013-04-09,26,5
43,2013-04-09,26,45
51,2013-04-09,27,9
1,2013-04-09,27,21
30,2013-04-09,27,68
26,2013-04-09,29,8
20,2013-04-09,29,41
64,2013-04-09,29,45
72,2013-04-09,31,9
59,2013-04-09,31,45
7,2013-04-09,31,67
18,2013-04-09,32,9
26,2013-04-09,32,45
74,2013-04-09,33,9
217,2013-04-09,33,44
85,2013-04-09,34,9
77,2013-04-09,34,45
1,2013-04-09,34,52
10,2013-04-09,35,16
14,2013-04-09,35,24
2,2013-04-09,35,63
12,2013-04-09,35,66
1,2013-04-09,36,1
28,2013-04-09,36,9
51,2013-04-09,36,44
22,2013-04-09,37,5
18,2013-04-09,37,45
2,2013-04-09,39,9
7,2013-04-09,39,36
35,2013-04-09,40,5
44,2013-04-09,40,45
3,2013-04-09,40,55
56,2013-04-09,41,16
28,2013-04-09,41,68
53,2013-04-09,43,16
13,2013-04-09,43,37
53,2013-04-09,44,5
4,2013-04-09,44,62
39,2013-04-09,44,68
2,2013-04-09,44,94
1,2013-04-09,45,4
4,2013-04-09,45,9
3,2013-04-09,45,26
84,2013-04-10,1,9
3,2013-04-10,1,28
185,2013-04-10,4,9
15,2013-04-10,4,27
2,2013-04-10,4,90
23,2013-04-10,5,16
1,2013-04-10,5,20
7,2013-04-10,5,37
55,2013-04-10,7,5
18,2013-04-10,7,23
19,2013-04-10,8,5
11,2013-04-10,8,23
3,2013-04-10,8,59
77,2013-04-10,9,5
8,2013-04-10,9,42
51,2013-04-10,9,45
35,2013-04-10,10,5
1,2013-04-10,10,21
13,2013-04-10,10,37
25,2013-04-10,11,9
44,2013-04-10,11,68
1,2013-04-10,11,87
27,2013-04-10,12,16
12,2013-04-10,12,37
2,2013-04-10,12,79
24,2013-04-10,13,5
62,2013-04-10,13,36
15,2013-04-10,14,9
10,2013-04-10,14,25
3,2013-04-10,14,70
73,2013-04-10,15,5
1,2013-04-10,15,17
91,2013-04-10,15,45
5,2013-04-10,15,61
17,2013-04-10,16,16
130,2013-04-10,16,25
3,2013-04-10,16,77
171,2013-04-10,17,9
64,2013-04-10,17,37
107,2013-04-10,17,48
23,2013-04-10,18,5
18,2013-04-10,18,37
2,2013-04-10,18,57
2,2013-04-10,18,72
17,2013-04-10,19,16
2,2013-04-10,19,69
6,2013-04-10,19,83
3,2013-04-10,19,88
19,2013-04-10,21,5
99,2013-04-10,21,44
41,2013-04-10,22,9
27,2013-04-10,22,68
5,2013-04-10,22,78
47,2013-04-10,23,5
1,2013-04-10,23,29
34,2013-04-10,23,45
74,2013-04-10,24,6
53,2013-04-10,24,43
3,2013-04-10,24,60
2,2013-04-10,24,76
146,2013-04-10,25,9
63,2013-04-10,25,45
11,2013-04-10,26,2
36,2013-04-10,26,5
66,2013-04-10,26,45
35,2013-04-10,27,9
2,2013-04-10,27,21
22,2013-04-10,27,68
44,2013-04-10,29,8
38,2013-04-10,29,41
73,2013-04-10,29,45
112,2013-04-10,31,9
95,2013-04-10,31,45
8,2013-04-10,31,67
1,2013-04-10,31,98
33,2013-04-10,32,9
51,2013-04-10,32,45
197,2013-04-10,33,9
277,2013-04-10,33,44
88,2013-04-10,34,9
124,2013-04-10,34,45
1,2013-04-10,34,52
27,2013-04-10,35,16
8,2013-04-10,35,24
14,2013-04-10,35,66
5,2013-04-10,36,1
32,2013-04-10,36,9
53,2013-04-10,36,44
63,2013-04-10,37,5
44,2013-04-10,37,45
14,2013-04-10,39,9
6,2013-04-10,39,36
1,2013-04-10,39,103
50,2013-04-10,40,5
54,2013-04-10,40,45
2,2013-04-10,40,55
52,2013-04-10,41,16
20,2013-04-10,41,68
3,2013-04-10,41,86
37,2013-04-10,43,16
9,2013-04-10,43,37
18,2013-04-10,44,5
37,2013-04-10,44,68
2,2013-04-10,44,94
19,2013-04-10,45,9
9,2013-04-10,45,26
29,2013-04-11,1,9
5,2013-04-11,1,28
134,2013-04-11,4,9
11,2013-04-11,4,27
78,2013-04-11,7,5
26,2013-04-11,7,23
10,2013-04-11,8,5
6,2013-04-11,8,23
4,2013-04-11,8,100
21,2013-04-11,9,5
18,2013-04-11,9,42
40,2013-04-11,9,45
34,2013-04-11,12,16
9,2013-04-11,12,37
1,2013-04-11,12,79
62,2013-04-11,13,5
64,2013-04-11,13,36
8,2013-04-11,14,9
9,2013-04-11,14,25
1,2013-04-11,14,70
12,2013-04-11,15,5
75,2013-04-11,15,45
2,2013-04-11,15,61
24,2013-04-11,16,16
135,2013-04-11,16,25
1,2013-04-11,16,77
239,2013-04-11,17,9
91,2013-04-11,17,37
108,2013-04-11,17,48
1,2013-04-11,17,71
7,2013-04-11,18,5
17,2013-04-11,18,37
15,2013-04-11,19,16
1,2013-04-11,19,69
5,2013-04-11,19,83
71,2013-04-11,21,5
70,2013-04-11,21,44
15,2013-04-11,23,5
1,2013-04-11,23,29
25,2013-04-11,23,45
24,2013-04-11,24,6
55,2013-04-11,24,43
77,2013-04-11,25,9
3,2013-04-11,25,12
57,2013-04-11,25,45
3,2013-04-11,26,2
41,2013-04-11,26,5
39,2013-04-11,26,45
4,2013-04-11,29,8
19,2013-04-11,29,41
61,2013-04-11,29,45
58,2013-04-11,31,9
75,2013-04-11,31,45
16,2013-04-11,31,67
38,2013-04-11,32,9
39,2013-04-11,32,45
1,2013-04-11,32,58
2,2013-04-11,32,86
113,2013-04-11,33,9
165,2013-04-11,33,44
59,2013-04-11,34,9
81,2013-04-11,34,45
1,2013-04-11,34,52
16,2013-04-11,35,16
15,2013-04-11,35,24
4,2013-04-11,35,63
11,2013-04-11,35,66
7,2013-04-11,36,9
35,2013-04-11,36,44
56,2013-04-11,37,5
36,2013-04-11,37,45
2,2013-04-11,39,9
14,2013-04-11,39,36
25,2013-04-11,40,5
51,2013-04-11,40,45
64,2013-04-11,43,16
5,2013-04-11,43,37
29,2013-04-11,45,9
4,2013-04-11,45,26
19,2013-04-12,1,9
4,2013-04-12,1,28
1,2013-04-12,1,89
161,2013-04-12,4,9
9,2013-04-12,4,27
3,2013-04-12,4,90
1,2013-04-12,4,101
36,2013-04-12,7,5
2,2013-04-12,7,7
13,2013-04-12,7,23
51,2013-04-12,8,5
3,2013-04-12,8,23
2,2013-04-12,8,100
43,2013-04-12,9,5
5,2013-04-12,9,42
66,2013-04-12,9,45
22,2013-04-12,12,16
23,2013-04-12,12,37
3,2013-04-12,12,79
3,2013-04-12,12,86
67,2013-04-12,13,5
62,2013-04-12,13,36
21,2013-04-12,14,25
19,2013-04-12,15,5
1,2013-04-12,15,17
97,2013-04-12,15,45
1,2013-04-12,15,61
24,2013-04-12,16,16
157,2013-04-12,16,25
1,2013-04-12,16,77
208,2013-04-12,17,9
81,2013-04-12,17,37
133,2013-04-12,17,48
1,2013-04-12,17,71
2,2013-04-12,18,5
25,2013-04-12,18,37
1,2013-04-12,18,57
1,2013-04-12,18,72
16,2013-04-12,19,16
1,2013-04-12,19,69
12,2013-04-12,19,83
2,2013-04-12,19,88
29,2013-04-12,21,5
67,2013-04-12,21,44
13,2013-04-12,23,5
1,2013-04-12,23,29
38,2013-04-12,23,45
27,2013-04-12,24,6
57,2013-04-12,24,43
1,2013-04-12,24,60
2,2013-04-12,24,76
96,2013-04-12,25,9
1,2013-04-12,25,12
64,2013-04-12,25,45
1,2013-04-12,26,2
57,2013-04-12,26,5
52,2013-04-12,26,45
10,2013-04-12,29,8
14,2013-04-12,29,41
43,2013-04-12,29,45
3,2013-04-12,29,56
52,2013-04-12,31,9
71,2013-04-12,31,45
10,2013-04-12,31,67
1,2013-04-12,31,98
74,2013-04-12,32,9
45,2013-04-12,32,45
1,2013-04-12,32,58
30,2013-04-12,33,9
257,2013-04-12,33,44
26,2013-04-12,34,9
80,2013-04-12,34,45
3,2013-04-12,34,52
26,2013-04-12,35,16
13,2013-04-12,35,24
4,2013-04-12,35,63
9,2013-04-12,35,66
2,2013-04-12,36,1
16,2013-04-12,36,9
1,2013-04-12,36,30
42,2013-04-12,36,44
18,2013-04-12,37,5
47,2013-04-12,37,45
1,2013-04-12,39,9
11,2013-04-12,39,36
2,2013-04-12,39,103
23,2013-04-12,40,5
55,2013-04-12,40,45
1,2013-04-12,40,55
2,2013-04-12,43,3
47,2013-04-12,43,16
12,2013-04-12,43,37
32,2013-04-12,45,9
7,2013-04-12,45,26
10,2013-04-13,1,9
6,2013-04-13,1,28
264,2013-04-13,4,9
18,2013-04-13,4,27
5,2013-04-13,4,90
89,2013-04-13,7,5
1,2013-04-13,7,7
19,2013-04-13,7,23
18,2013-04-13,8,5
8,2013-04-13,8,23
3,2013-04-13,8,59
1,2013-04-13,8,100
55,2013-04-13,9,5
16,2013-04-13,9,42
64,2013-04-13,9,45
45,2013-04-13,12,16
13,2013-04-13,12,37
51,2013-04-13,13,5
87,2013-04-13,13,36
33,2013-04-13,14,9
22,2013-04-13,14,25
33,2013-04-13,15,5
5,2013-04-13,15,17
180,2013-04-13,15,45
5,2013-04-13,15,61
1,2013-04-13,15,86
39,2013-04-13,16,16
175,2013-04-13,16,25
3,2013-04-13,16,77
305,2013-04-13,17,9
105,2013-04-13,17,37
112,2013-04-13,17,48
36,2013-04-13,18,5
12,2013-04-13,18,37
3,2013-04-13,18,57
2,2013-04-13,18,72
16,2013-04-13,19,16
2,2013-04-13,19,69
2,2013-04-13,19,75
17,2013-04-13,19,83
2,2013-04-13,19,88
37,2013-04-13,21,5
79,2013-04-13,21,44
53,2013-04-13,23,5
3,2013-04-13,23,29
39,2013-04-13,23,45
5,2013-04-13,23,56
57,2013-04-13,24,6
73,2013-04-13,24,43
3,2013-04-13,24,60
77,2013-04-13,25,9
74,2013-04-13,25,45
4,2013-04-13,26,2
40,2013-04-13,26,5
42,2013-04-13,26,45
31,2013-04-13,29,8
20,2013-04-13,29,41
48,2013-04-13,29,45
5,2013-04-13,30,13
29,2013-04-13,30,16
164,2013-04-13,30,44
1,2013-04-13,30,65
28,2013-04-13,31,9
82,2013-04-13,31,45
20,2013-04-13,31,67
1,2013-04-13,31,98
20,2013-04-13,32,9
1,2013-04-13,32,19
49,2013-04-13,32,45
4,2013-04-13,32,58
96,2013-04-13,33,9
199,2013-04-13,33,44
1,2013-04-13,33,92
39,2013-04-13,34,9
113,2013-04-13,34,45
1,2013-04-13,34,84
37,2013-04-13,35,16
33,2013-04-13,35,24
5,2013-04-13,35,63
26,2013-04-13,35,66
3,2013-04-13,36,1
47,2013-04-13,36,9
1,2013-04-13,36,30
45,2013-04-13,36,44
62,2013-04-13,37,5
76,2013-04-13,37,45
3,2013-04-13,39,9
10,2013-04-13,39,36
2,2013-04-13,39,103
65,2013-04-13,40,5
85,2013-04-13,40,45
1,2013-04-13,40,55
1,2013-04-13,43,3
58,2013-04-13,43,16
14,2013-04-13,43,37
2,2013-04-13,43,73
1,2013-04-13,45,4
4,2013-04-13,45,9
5,2013-04-13,45,26
68,2013-04-14,1,9
15,2013-04-14,1,28
303,2013-04-14,4,9
20,2013-04-14,4,27
3,2013-04-14,4,90
89,2013-04-14,7,5
30,2013-04-14,7,23
12,2013-04-14,8,5
20,2013-04-14,8,23
2,2013-04-14,8,59
46,2013-04-14,9,5
8,2013-04-14,9,42
70,2013-04-14,9,45
41,2013-04-14,12,16
19,2013-04-14,12,37
37,2013-04-14,13,5
103,2013-04-14,13,36
18,2013-04-14,14,9
20,2013-04-14,14,25
103,2013-04-14,15,5
1,2013-04-14,15,17
184,2013-04-14,15,45
3,2013-04-14,15,61
29,2013-04-14,16,16
190,2013-04-14,16,25
2,2013-04-14,16,77
267,2013-04-14,17,9
101,2013-04-14,17,37
131,2013-04-14,17,48
1,2013-04-14,17,71
27,2013-04-14,18,5
19,2013-04-14,18,37
2,2013-04-14,18,57
16,2013-04-14,19,16
2,2013-04-14,19,69
3,2013-04-14,19,75
6,2013-04-14,19,83
1,2013-04-14,19,88
71,2013-04-14,21,5
70,2013-04-14,21,44
1,2013-04-14,21,91
51,2013-04-14,23,5
2,2013-04-14,23,29
53,2013-04-14,23,45
3,2013-04-14,23,56
14,2013-04-14,24,6
63,2013-04-14,24,43
2,2013-04-14,24,60
143,2013-04-14,25,9
82,2013-04-14,25,45
5,2013-04-14,26,2
80,2013-04-14,26,5
62,2013-04-14,26,45
38,2013-04-14,29,8
23,2013-04-14,29,41
80,2013-04-14,29,45
2,2013-04-14,29,56
35,2013-04-14,31,9
84,2013-04-14,31,45
16,2013-04-14,31,67
3,2013-04-14,31,98
29,2013-04-14,32,9
1,2013-04-14,32,19
84,2013-04-14,32,45
133,2013-04-14,33,9
195,2013-04-14,33,44
1,2013-04-14,33,92
81,2013-04-14,34,9
88,2013-04-14,34,45
4,2013-04-14,34,52
38,2013-04-14,35,16
24,2013-04-14,35,24
28,2013-04-14,35,66
5,2013-04-14,36,1
72,2013-04-14,36,9
2,2013-04-14,36,30
49,2013-04-14,36,44
59,2013-04-14,37,5
93,2013-04-14,37,45
1,2013-04-14,37,104
7,2013-04-14,39,36
69,2013-04-14,40,5
136,2013-04-14,40,45
3,2013-04-14,40,55
2,2013-04-14,43,3
84,2013-04-14,43,16
16,2013-04-14,43,37
1,2013-04-14,43,73
2,2013-04-14,45,9
2,2013-04-14,45,26
63,2013-04-15,1,9
5,2013-04-15,1,28
144,2013-04-15,4,9
16,2013-04-15,4,27
1,2013-04-15,4,90
2,2013-04-15,4,101
95,2013-04-15,7,5
1,2013-04-15,7,7
17,2013-04-15,7,23
12,2013-04-15,8,5
8,2013-04-15,8,23
73,2013-04-15,9,5
2,2013-04-15,9,10
10,2013-04-15,9,42
80,2013-04-15,9,45
41,2013-04-15,12,16
18,2013-04-15,12,37
7,2013-04-15,12,79
72,2013-04-15,13,5
68,2013-04-15,13,36
23,2013-04-15,14,9
49,2013-04-15,14,25
1,2013-04-15,14,70
31,2013-04-15,15,5
78,2013-04-15,15,45
2,2013-04-15,15,61
28,2013-04-15,16,16
129,2013-04-15,16,25
1,2013-04-15,16,77
7,2013-04-15,18,5
17,2013-04-15,18,37
1,2013-04-15,18,57
8,2013-04-15,19,16
4,2013-04-15,19,69
6,2013-04-15,19,83
82,2013-04-15,21,5
59,2013-04-15,21,44
1,2013-04-15,21,91
42,2013-04-15,23,5
3,2013-04-15,23,29
40,2013-04-15,23,45
66,2013-04-15,24,6
56,2013-04-15,24,43
172,2013-04-15,25,9
1,2013-04-15,25,12
64,2013-04-15,25,45
9,2013-04-15,26,2
52,2013-04-15,26,5
60,2013-04-15,26,45
23,2013-04-15,29,8
21,2013-04-15,29,41
58,2013-04-15,29,45
55,2013-04-15,31,9
57,2013-04-15,31,45
10,2013-04-15,31,67
28,2013-04-15,32,9
54,2013-04-15,32,45
2,2013-04-15,32,58
78,2013-04-15,33,9
197,2013-04-15,33,44
16,2013-04-15,34,9
70,2013-04-15,34,45
3,2013-04-15,34,52
24,2013-04-15,35,16
17,2013-04-15,35,24
2,2013-04-15,35,63
19,2013-04-15,35,66
41,2013-04-15,37,5
45,2013-04-15,37,45
5,2013-04-15,39,9
4,2013-04-15,39,36
2,2013-04-15,39,103
19,2013-04-15,40,5
79,2013-04-15,40,45
5,2013-04-15,40,55
3,2013-04-15,43,3
48,2013-04-15,43,16
17,2013-04-15,43,37
20,2013-04-15,45,9
4,2013-04-15,45,26
10,2013-04-16,1,9
4,2013-04-16,1,28
143,2013-04-16,4,9
12,2013-04-16,4,27
1,2013-04-16,4,90
2,2013-04-16,4,101
30,2013-04-16,7,5
19,2013-04-16,7,23
18,2013-04-16,8,5
7,2013-04-16,8,23
1,2013-04-16,8,59
2,2013-04-16,8,100
25,2013-04-16,9,5
2,2013-04-16,9,10
13,2013-04-16,9,42
38,2013-04-16,9,45
25,2013-04-16,12,16
20,2013-04-16,12,37
1,2013-04-16,12,79
66,2013-04-16,13,5
70,2013-04-16,13,36
14,2013-04-16,14,9
16,2013-04-16,14,25
52,2013-04-16,15,5
78,2013-04-16,15,45
29,2013-04-16,16,16
109,2013-04-16,16,25
1,2013-04-16,16,77
29,2013-04-16,18,5
12,2013-04-16,18,37
14,2013-04-16,19,16
1,2013-04-16,19,69
6,2013-04-16,19,83
48,2013-04-16,21,5
70,2013-04-16,21,44
51,2013-04-16,23,5
65,2013-04-16,23,45
13,2013-04-16,24,6
36,2013-04-16,24,43
101,2013-04-16,25,9
74,2013-04-16,25,45
2,2013-04-16,26,2
60,2013-04-16,26,5
37,2013-04-16,26,45
13,2013-04-16,29,8
23,2013-04-16,29,41
53,2013-04-16,29,45
55,2013-04-16,31,9
50,2013-04-16,31,45
12,2013-04-16,31,67
29,2013-04-16,32,9
1,2013-04-16,32,19
41,2013-04-16,32,45
1,2013-04-16,32,58
112,2013-04-16,33,9
152,2013-04-16,33,44
1,2013-04-16,33,92
38,2013-04-16,34,9
74,2013-04-16,34,45
13,2013-04-16,35,16
9,2013-04-16,35,24
12,2013-04-16,35,66
33,2013-04-16,37,5
44,2013-04-16,37,45
7,2013-04-16,39,36
41,2013-04-16,40,5
57,2013-04-16,40,45
1,2013-04-16,43,3
10,2013-04-16,43,16
6,2013-04-16,43,37
46,2013-04-16,45,9
3,2013-04-16,45,26
11,2013-04-17,1,9
5,2013-04-17,1,28
133,2013-04-17,4,9
14,2013-04-17,4,27
1,2013-04-17,4,90
66,2013-04-17,7,5
13,2013-04-17,7,23
7,2013-04-17,8,5
6,2013-04-17,8,23
3,2013-04-17,8,100
15,2013-04-17,9,5
5,2013-04-17,9,42
58,2013-04-17,9,45
17,2013-04-17,12,16
9,2013-04-17,12,37
2,2013-04-17,12,86
6,2013-04-17,13,5
70,2013-04-17,13,36
4,2013-04-17,14,9
20,2013-04-17,14,25
103,2013-04-17,15,5
74,2013-04-17,15,45
25,2013-04-17,16,16
106,2013-04-17,16,25
3,2013-04-17,18,5
7,2013-04-17,18,37
2,2013-04-17,18,57
8,2013-04-17,19,16
2,2013-04-17,19,69
3,2013-04-17,19,75
4,2013-04-17,19,83
68,2013-04-17,21,5
74,2013-04-17,21,44
13,2013-04-17,23,5
1,2013-04-17,23,29
32,2013-04-17,23,45
3,2013-04-17,24,6
44,2013-04-17,24,43
1,2013-04-17,24,60
69,2013-04-17,25,9
53,2013-04-17,25,45
3,2013-04-17,26,2
20,2013-04-17,26,5
46,2013-04-17,26,45
31,2013-04-17,29,8
15,2013-04-17,29,41
51,2013-04-17,29,45
2,2013-04-17,29,56
22,2013-04-17,31,9
44,2013-04-17,31,45
12,2013-04-17,31,67
1,2013-04-17,31,98
10,2013-04-17,32,9
1,2013-04-17,32,19
35,2013-04-17,32,45
1,2013-04-17,32,58
87,2013-04-17,33,9
125,2013-04-17,33,44
23,2013-04-17,34,9
68,2013-04-17,34,45
1,2013-04-17,34,52
21,2013-04-17,35,16
12,2013-04-17,35,24
3,2013-04-17,35,63
16,2013-04-17,35,66
36,2013-04-17,37,5
39,2013-04-17,37,45
2,2013-04-17,39,9
11,2013-04-17,39,36
33,2013-04-17,40,5
46,2013-04-17,40,45
7,2013-04-17,43,3
28,2013-04-17,43,16
7,2013-04-17,43,37
32,2013-04-17,45,9
2,2013-04-17,45,26
24,2013-04-18,1,9
2,2013-04-18,1,28
52,2013-04-18,4,9
12,2013-04-18,4,27
1,2013-04-18,4,90
17,2013-04-18,5,16
3,2013-04-18,5,20
16,2013-04-18,5,37
40,2013-04-18,7,5
2,2013-04-18,7,7
18,2013-04-18,7,23
34,2013-04-18,8,5
2,2013-04-18,8,23
39,2013-04-18,9,5
5,2013-04-18,9,42
65,2013-04-18,9,45
26,2013-04-18,10,5
1,2013-04-18,10,21
10,2013-04-18,10,37
1,2013-04-18,10,86
46,2013-04-18,11,9
32,2013-04-18,11,68
1,2013-04-18,11,86
2,2013-04-18,11,87
14,2013-04-18,12,16
6,2013-04-18,12,37
2,2013-04-18,12,79
62,2013-04-18,13,36
4,2013-04-18,13,104
39,2013-04-18,14,9
40,2013-04-18,14,25
18,2013-04-18,15,5
1,2013-04-18,15,17
70,2013-04-18,15,45
2,2013-04-18,15,61
14,2013-04-18,16,16
125,2013-04-18,16,25
10,2013-04-18,18,5
16,2013-04-18,18,37
2,2013-04-18,18,72
8,2013-04-18,19,16
1,2013-04-18,19,69
7,2013-04-18,19,83
25,2013-04-18,21,5
60,2013-04-18,21,44
2,2013-04-18,21,91
21,2013-04-18,22,9
27,2013-04-18,22,68
31,2013-04-18,23,5
1,2013-04-18,23,29
24,2013-04-18,23,45
69,2013-04-18,24,6
40,2013-04-18,24,43
1,2013-04-18,24,60
88,2013-04-18,25,9
49,2013-04-18,25,45
3,2013-04-18,26,2
55,2013-04-18,26,5
41,2013-04-18,26,45
29,2013-04-18,27,9
4,2013-04-18,27,21
21,2013-04-18,27,68
20,2013-04-18,29,8
16,2013-04-18,29,41
35,2013-04-18,29,45
21,2013-04-18,31,9
51,2013-04-18,31,45
5,2013-04-18,31,67
2,2013-04-18,31,98
11,2013-04-18,32,9
38,2013-04-18,32,45
94,2013-04-18,33,9
175,2013-04-18,33,44
5,2013-04-18,33,92
38,2013-04-18,34,9
3,2013-04-18,34,31
72,2013-04-18,34,45
2,2013-04-18,34,52
13,2013-04-18,35,16
14,2013-04-18,35,24
4,2013-04-18,35,63
16,2013-04-18,35,66
33,2013-04-18,37,5
36,2013-04-18,37,45
2,2013-04-18,39,9
12,2013-04-18,39,36
1,2013-04-18,39,103
27,2013-04-18,40,5
50,2013-04-18,40,45
3,2013-04-18,40,55
21,2013-04-18,41,16
14,2013-04-18,41,68
1,2013-04-18,43,3
11,2013-04-18,43,16
3,2013-04-18,43,37
35,2013-04-18,44,5
38,2013-04-18,44,68
2,2013-04-18,44,94
1,2013-04-18,45,4
3,2013-04-18,45,26
15,2013-04-19,1,9
3,2013-04-19,1,28
1,2013-04-19,1,89
112,2013-04-19,4,9
19,2013-04-19,4,27
4,2013-04-19,4,90
1,2013-04-19,4,101
17,2013-04-19,5,16
1,2013-04-19,5,20
14,2013-04-19,5,37
23,2013-04-19,7,5
11,2013-04-19,7,23
13,2013-04-19,8,5
9,2013-04-19,8,23
1,2013-04-19,8,59
17,2013-04-19,9,5
7,2013-04-19,9,42
61,2013-04-19,9,45
58,2013-04-19,10,5
2,2013-04-19,10,21
19,2013-04-19,10,37
4,2013-04-19,10,86
51,2013-04-19,11,9
38,2013-04-19,11,68
1,2013-04-19,11,86
1,2013-04-19,11,87
22,2013-04-19,12,16
10,2013-04-19,12,37
3,2013-04-19,12,79
3,2013-04-19,12,86
24,2013-04-19,13,5
67,2013-04-19,13,36
3,2013-04-19,14,9
28,2013-04-19,14,25
24,2013-04-19,15,5
1,2013-04-19,15,17
96,2013-04-19,15,45
1,2013-04-19,15,61
28,2013-04-19,16,16
127,2013-04-19,16,25
1,2013-04-19,16,77
14,2013-04-19,18,5
10,2013-04-19,18,37
17,2013-04-19,19,16
1,2013-04-19,19,69
7,2013-04-19,19,83
32,2013-04-19,21,5
67,2013-04-19,21,44
2,2013-04-19,21,91
33,2013-04-19,22,9
23,2013-04-19,22,68
7,2013-04-19,22,78
41,2013-04-19,23,5
2,2013-04-19,23,29
21,2013-04-19,23,45
1,2013-04-19,23,56
21,2013-04-19,24,6
56,2013-04-19,24,43
71,2013-04-19,25,9
1,2013-04-19,25,12
49,2013-04-19,25,45
1,2013-04-19,26,2
57,2013-04-19,26,5
43,2013-04-19,26,45
23,2013-04-19,27,9
2,2013-04-19,27,21
31,2013-04-19,27,68
25,2013-04-19,29,8
