units,date,store_nbr,item_nbr,station
57,2013-06-26,40,45,13
16,2013-06-26,41,16,12
18,2013-06-26,41,68,12
24,2013-06-26,42,5,14
61,2013-06-26,42,45,14
13,2013-06-26,43,16,11
6,2013-06-26,43,37,11
27,2013-06-26,44,5,12
1,2013-06-26,44,62,12
44,2013-06-26,44,68,12
2,2013-06-26,44,94,12
8,2013-06-26,45,9,16
5,2013-06-26,45,26,16
11,2013-06-27,1,9,1
9,2013-06-27,1,28,1
44,2013-06-27,2,5,14
123,2013-06-27,2,44,14
1,2013-06-27,3,2,7
71,2013-06-27,3,45,7
79,2013-06-27,4,9,9
13,2013-06-27,4,27,9
5,2013-06-27,4,90,9
19,2013-06-27,5,16,12
1,2013-06-27,5,20,12
10,2013-06-27,5,37,12
40,2013-06-27,6,9,14
43,2013-06-27,6,45,14
47,2013-06-27,7,5,6
20,2013-06-27,7,23,6
16,2013-06-27,8,5,4
7,2013-06-27,8,23,4
11,2013-06-27,9,5,17
51,2013-06-27,9,45,17
48,2013-06-27,10,5,12
13,2013-06-27,10,37,12
9,2013-06-27,11,9,10
25,2013-06-27,11,68,10
1,2013-06-27,11,87,10
19,2013-06-27,12,16,11
15,2013-06-27,12,37,11
28,2013-06-27,13,5,6
75,2013-06-27,13,36,6
13,2013-06-27,14,9,16
26,2013-06-27,14,25,16
1,2013-06-27,14,33,16
21,2013-06-27,15,5,13
1,2013-06-27,15,17,13
92,2013-06-27,15,45,13
25,2013-06-27,16,16,2
175,2013-06-27,16,25,2
9,2013-06-27,16,77,2
134,2013-06-27,17,9,20
60,2013-06-27,17,37,20
10,2013-06-27,18,5,17
13,2013-06-27,18,37,17
11,2013-06-27,19,16,15
3,2013-06-27,19,69,15
10,2013-06-27,19,83,15
29,2013-06-27,20,5,7
49,2013-06-27,20,41,7
2,2013-06-27,20,74,7
27,2013-06-27,21,5,3
64,2013-06-27,21,44,3
28,2013-06-27,22,9,10
21,2013-06-27,22,68,10
16,2013-06-27,23,5,17
1,2013-06-27,23,29,17
40,2013-06-27,23,45,17
8,2013-06-27,24,6,9
34,2013-06-27,24,43,9
1,2013-06-27,24,60,9
53,2013-06-27,25,9,13
85,2013-06-27,25,45,13
1,2013-06-27,26,2,17
23,2013-06-27,26,5,17
40,2013-06-27,26,45,17
23,2013-06-27,27,9,10
1,2013-06-27,27,21,10
20,2013-06-27,27,68,10
37,2013-06-27,28,5,7
53,2013-06-27,28,45,7
17,2013-06-27,29,8,3
22,2013-06-27,29,41,3
67,2013-06-27,29,45,3
56,2013-06-27,31,9,17
87,2013-06-27,31,45,17
9,2013-06-27,31,67,17
1,2013-06-27,31,98,17
11,2013-06-27,32,9,13
2,2013-06-27,32,19,13
36,2013-06-27,32,45,13
3,2013-06-27,32,58,13
91,2013-06-27,33,9,3
214,2013-06-27,33,44,3
24,2013-06-27,34,9,17
70,2013-06-27,34,45,17
2,2013-06-27,34,52,17
27,2013-06-27,35,16,5
6,2013-06-27,35,24,5
1,2013-06-27,35,63,5
12,2013-06-27,35,66,5
34,2013-06-27,36,9,18
89,2013-06-27,36,44,18
26,2013-06-27,37,5,13
30,2013-06-27,37,45,13
28,2013-06-27,38,9,14
65,2013-06-27,38,45,14
10,2013-06-27,39,9,8
17,2013-06-27,39,36,8
31,2013-06-27,40,5,13
59,2013-06-27,40,45,13
11,2013-06-27,41,16,12
30,2013-06-27,41,68,12
7,2013-06-27,42,5,14
52,2013-06-27,42,45,14
12,2013-06-27,43,16,11
7,2013-06-27,43,37,11
12,2013-06-27,44,5,12
4,2013-06-27,44,62,12
24,2013-06-27,44,68,12
21,2013-06-27,45,9,16
2,2013-06-27,45,26,16
58,2013-06-28,2,5,14
163,2013-06-28,2,44,14
2,2013-06-28,3,2,7
85,2013-06-28,3,45,7
76,2013-06-28,4,9,9
15,2013-06-28,4,27,9
1,2013-06-28,4,90,9
53,2013-06-28,6,9,14
1,2013-06-28,6,14,14
68,2013-06-28,6,45,14
37,2013-06-28,7,5,6
1,2013-06-28,7,7,6
27,2013-06-28,7,23,6
25,2013-06-28,8,5,4
9,2013-06-28,8,23,4
1,2013-06-28,8,59,4
1,2013-06-28,8,100,4
46,2013-06-28,9,5,17
67,2013-06-28,9,45,17
40,2013-06-28,11,9,10
31,2013-06-28,11,68,10
28,2013-06-28,12,16,11
16,2013-06-28,12,37,11
65,2013-06-28,13,5,6
97,2013-06-28,13,36,6
22,2013-06-28,14,9,16
17,2013-06-28,14,25,16
66,2013-06-28,15,5,13
109,2013-06-28,15,45,13
28,2013-06-28,16,16,2
185,2013-06-28,16,25,2
2,2013-06-28,16,77,2
90,2013-06-28,17,9,20
52,2013-06-28,17,37,20
19,2013-06-28,18,5,17
15,2013-06-28,18,37,17
17,2013-06-28,19,16,15
2,2013-06-28,19,69,15
2,2013-06-28,19,75,15
11,2013-06-28,19,83,15
35,2013-06-28,20,5,7
2,2013-06-28,20,18,7
36,2013-06-28,20,41,7
1,2013-06-28,20,74,7
25,2013-06-28,21,5,3
88,2013-06-28,21,44,3
36,2013-06-28,22,9,10
35,2013-06-28,22,68,10
2,2013-06-28,22,78,10
30,2013-06-28,23,5,17
2,2013-06-28,23,29,17
32,2013-06-28,23,45,17
24,2013-06-28,24,6,9
59,2013-06-28,24,43,9
1,2013-06-28,24,60,9
78,2013-06-28,25,9,13
79,2013-06-28,25,45,13
1,2013-06-28,26,2,17
22,2013-06-28,26,5,17
47,2013-06-28,26,45,17
15,2013-06-28,27,9,10
1,2013-06-28,27,21,10
19,2013-06-28,27,68,10
2,2013-06-28,28,2,7
10,2013-06-28,28,5,7
41,2013-06-28,28,45,7
16,2013-06-28,29,8,3
13,2013-06-28,29,41,3
55,2013-06-28,29,45,3
23,2013-06-28,31,9,17
94,2013-06-28,31,45,17
13,2013-06-28,31,67,17
43,2013-06-28,32,9,13
56,2013-06-28,32,45,13
1,2013-06-28,32,58,13
32,2013-06-28,33,9,3
173,2013-06-28,33,44,3
1,2013-06-28,33,92,3
44,2013-06-28,34,9,17
111,2013-06-28,34,45,17
1,2013-06-28,34,52,17
21,2013-06-28,35,16,5
18,2013-06-28,35,66,5
13,2013-06-28,36,9,18
1,2013-06-28,36,30,18
76,2013-06-28,36,44,18
48,2013-06-28,37,5,13
29,2013-06-28,37,45,13
2,2013-06-28,37,104,13
19,2013-06-28,38,9,14
134,2013-06-28,38,45,14
2,2013-06-28,38,52,14
1,2013-06-28,39,9,8
11,2013-06-28,39,36,8
1,2013-06-28,39,103,8
37,2013-06-28,40,5,13
88,2013-06-28,40,45,13
20,2013-06-28,42,5,14
55,2013-06-28,42,45,14
3,2013-06-28,43,3,11
23,2013-06-28,43,16,11
14,2013-06-28,43,37,11
1,2013-06-28,43,105,11
1,2013-06-28,45,4,16
8,2013-06-28,45,9,16
1,2013-06-28,45,26,16
65,2013-06-29,2,5,14
150,2013-06-29,2,44,14
3,2013-06-29,3,2,7
69,2013-06-29,3,5,7
91,2013-06-29,3,45,7
72,2013-06-29,4,9,9
18,2013-06-29,4,27,9
58,2013-06-29,6,9,14
66,2013-06-29,6,45,14
48,2013-06-29,7,5,6
3,2013-06-29,7,7,6
27,2013-06-29,7,23,6
18,2013-06-29,8,5,4
19,2013-06-29,8,23,4
30,2013-06-29,9,5,17
9,2013-06-29,9,42,17
88,2013-06-29,9,45,17
66,2013-06-29,11,9,10
59,2013-06-29,11,68,10
34,2013-06-29,12,16,11
26,2013-06-29,12,37,11
59,2013-06-29,13,5,6
80,2013-06-29,13,36,6
41,2013-06-29,14,9,16
33,2013-06-29,14,25,16
1,2013-06-29,14,33,16
62,2013-06-29,15,5,13
126,2013-06-29,15,45,13
33,2013-06-29,16,16,2
205,2013-06-29,16,25,2
5,2013-06-29,16,77,2
70,2013-06-29,17,9,20
66,2013-06-29,17,37,20
7,2013-06-29,18,5,17
14,2013-06-29,18,37,17
29,2013-06-29,19,16,15
3,2013-06-29,19,69,15
12,2013-06-29,19,83,15
59,2013-06-29,20,5,7
28,2013-06-29,20,41,7
37,2013-06-29,21,5,3
78,2013-06-29,21,44,3
1,2013-06-29,21,91,3
16,2013-06-29,22,9,10
2,2013-06-29,22,54,10
31,2013-06-29,22,68,10
1,2013-06-29,22,104,10
29,2013-06-29,23,5,17
3,2013-06-29,23,29,17
45,2013-06-29,23,45,17
56,2013-06-29,24,6,9
72,2013-06-29,24,43,9
1,2013-06-29,24,60,9
101,2013-06-29,25,9,13
2,2013-06-29,25,12,13
78,2013-06-29,25,45,13
4,2013-06-29,26,2,17
33,2013-06-29,26,5,17
30,2013-06-29,26,45,17
29,2013-06-29,27,9,10
4,2013-06-29,27,21,10
18,2013-06-29,27,68,10
11,2013-06-29,28,5,7
38,2013-06-29,28,45,7
35,2013-06-29,29,8,3
20,2013-06-29,29,41,3
52,2013-06-29,29,45,3
3,2013-06-29,30,13,19
22,2013-06-29,30,16,19
130,2013-06-29,30,44,19
1,2013-06-29,30,65,19
51,2013-06-29,31,9,17
103,2013-06-29,31,45,17
12,2013-06-29,31,67,17
52,2013-06-29,32,9,13
1,2013-06-29,32,19,13
56,2013-06-29,32,45,13
1,2013-06-29,32,58,13
82,2013-06-29,33,9,3
237,2013-06-29,33,44,3
81,2013-06-29,34,9,17
113,2013-06-29,34,45,17
17,2013-06-29,35,16,5
2,2013-06-29,35,24,5
4,2013-06-29,35,63,5
23,2013-06-29,35,66,5
34,2013-06-29,36,9,18
1,2013-06-29,36,30,18
70,2013-06-29,36,44,18
37,2013-06-29,37,5,13
58,2013-06-29,37,45,13
4,2013-06-29,37,104,13
90,2013-06-29,38,9,14
98,2013-06-29,38,45,14
1,2013-06-29,38,52,14
4,2013-06-29,39,9,8
18,2013-06-29,39,36,8
49,2013-06-29,40,5,13
95,2013-06-29,40,45,13
3,2013-06-29,40,106,13
26,2013-06-29,42,5,14
54,2013-06-29,42,45,14
30,2013-06-29,43,16,11
11,2013-06-29,43,37,11
2,2013-06-29,43,73,11
2,2013-06-29,45,4,16
25,2013-06-30,2,5,14
155,2013-06-30,2,44,14
6,2013-06-30,3,2,7
11,2013-06-30,3,5,7
108,2013-06-30,3,45,7
54,2013-06-30,4,9,9
17,2013-06-30,4,27,9
7,2013-06-30,4,90,9
26,2013-06-30,6,9,14
69,2013-06-30,6,45,14
78,2013-06-30,7,5,6
1,2013-06-30,7,7,6
35,2013-06-30,7,23,6
18,2013-06-30,8,5,4
12,2013-06-30,8,23,4
1,2013-06-30,8,59,4
78,2013-06-30,9,5,17
15,2013-06-30,9,42,17
101,2013-06-30,9,45,17
44,2013-06-30,11,9,10
43,2013-06-30,11,68,10
2,2013-06-30,11,87,10
30,2013-06-30,12,16,11
15,2013-06-30,12,37,11
2,2013-06-30,12,79,11
95,2013-06-30,13,5,6
122,2013-06-30,13,36,6
5,2013-06-30,14,9,16
42,2013-06-30,14,25,16
2,2013-06-30,14,33,16
87,2013-06-30,15,5,13
3,2013-06-30,15,17,13
133,2013-06-30,15,45,13
1,2013-06-30,15,61,13
25,2013-06-30,16,16,2
156,2013-06-30,16,25,2
3,2013-06-30,16,77,2
62,2013-06-30,17,9,20
60,2013-06-30,17,37,20
24,2013-06-30,18,5,17
19,2013-06-30,18,37,17
25,2013-06-30,19,16,15
3,2013-06-30,19,69,15
14,2013-06-30,19,83,15
41,2013-06-30,20,5,7
1,2013-06-30,20,18,7
45,2013-06-30,20,41,7
68,2013-06-30,21,5,3
89,2013-06-30,21,44,3
1,2013-06-30,21,91,3
61,2013-06-30,22,9,10
1,2013-06-30,22,54,10
19,2013-06-30,22,68,10
36,2013-06-30,23,5,17
1,2013-06-30,23,29,17
57,2013-06-30,23,45,17
32,2013-06-30,24,6,9
53,2013-06-30,24,43,9
1,2013-06-30,24,60,9
142,2013-06-30,25,9,13
105,2013-06-30,25,45,13
4,2013-06-30,26,2,17
23,2013-06-30,26,5,17
80,2013-06-30,26,45,17
23,2013-06-30,27,9,10
1,2013-06-30,27,21,10
44,2013-06-30,27,68,10
1,2013-06-30,27,80,10
30,2013-06-30,28,5,7
52,2013-06-30,28,45,7
17,2013-06-30,29,8,3
17,2013-06-30,29,41,3
60,2013-06-30,29,45,3
27,2013-06-30,30,16,19
161,2013-06-30,30,44,19
3,2013-06-30,30,65,19
85,2013-06-30,31,9,17
104,2013-06-30,31,45,17
14,2013-06-30,31,67,17
1,2013-06-30,31,98,17
33,2013-06-30,32,9,13
69,2013-06-30,32,45,13
1,2013-06-30,32,58,13
115,2013-06-30,33,9,3
189,2013-06-30,33,44,3
2,2013-06-30,33,92,3
65,2013-06-30,34,9,17
93,2013-06-30,34,45,17
1,2013-06-30,34,52,17
19,2013-06-30,35,16,5
1,2013-06-30,35,63,5
16,2013-06-30,35,66,5
1,2013-06-30,36,1,18
37,2013-06-30,36,9,18
1,2013-06-30,36,30,18
71,2013-06-30,36,44,18
65,2013-06-30,37,5,13
72,2013-06-30,37,45,13
5,2013-06-30,37,104,13
4,2013-06-30,37,105,13
56,2013-06-30,38,9,14
102,2013-06-30,38,45,14
2,2013-06-30,38,52,14
2,2013-06-30,39,9,8
9,2013-06-30,39,36,8
5,2013-06-30,40,5,13
87,2013-06-30,40,45,13
1,2013-06-30,40,106,13
82,2013-06-30,42,5,14
55,2013-06-30,42,45,14
3,2013-06-30,43,3,11
21,2013-06-30,43,16,11
13,2013-06-30,43,37,11
1,2013-06-30,43,73,11
8,2013-06-30,45,9,16
4,2013-06-30,45,26,16
102,2013-07-01,2,5,14
2,2013-07-01,2,11,14
236,2013-07-01,2,44,14
2,2013-07-01,3,2,7
45,2013-07-01,3,5,7
95,2013-07-01,3,45,7
120,2013-07-01,4,9,9
24,2013-07-01,4,27,9
1,2013-07-01,4,90,9
113,2013-07-01,6,9,14
107,2013-07-01,6,45,14
78,2013-07-01,7,5,6
36,2013-07-01,7,23,6
25,2013-07-01,8,5,4
12,2013-07-01,8,23,4
65,2013-07-01,9,5,17
11,2013-07-01,9,42,17
108,2013-07-01,9,45,17
16,2013-07-01,11,9,10
2,2013-07-01,11,61,10
30,2013-07-01,11,68,10
1,2013-07-01,11,87,10
29,2013-07-01,12,16,11
15,2013-07-01,12,37,11
1,2013-07-01,12,79,11
55,2013-07-01,13,5,6
110,2013-07-01,13,36,6
70,2013-07-01,14,9,16
20,2013-07-01,14,25,16
90,2013-07-01,15,5,13
122,2013-07-01,15,45,13
1,2013-07-01,15,61,13
37,2013-07-01,16,16,2
73,2013-07-01,16,25,2
201,2013-07-01,17,9,20
103,2013-07-01,17,37,20
18,2013-07-01,18,5,17
22,2013-07-01,18,37,17
21,2013-07-01,19,16,15
1,2013-07-01,19,75,15
6,2013-07-01,19,83,15
1,2013-07-01,19,88,15
164,2013-07-01,20,5,7
55,2013-07-01,20,41,7
86,2013-07-01,21,5,3
150,2013-07-01,21,44,3
2,2013-07-01,21,91,3
13,2013-07-01,22,9,10
24,2013-07-01,22,68,10
18,2013-07-01,23,5,17
1,2013-07-01,23,29,17
49,2013-07-01,23,45,17
1,2013-07-01,23,56,17
60,2013-07-01,24,6,9
52,2013-07-01,24,43,9
2,2013-07-01,24,60,9
131,2013-07-01,25,9,13
92,2013-07-01,25,45,13
5,2013-07-01,26,2,17
43,2013-07-01,26,5,17
49,2013-07-01,26,45,17
13,2013-07-01,27,9,10
25,2013-07-01,27,68,10
12,2013-07-01,28,2,7
64,2013-07-01,28,5,7
99,2013-07-01,28,45,7
32,2013-07-01,29,8,3
28,2013-07-01,29,41,3
91,2013-07-01,29,45,3
1,2013-07-01,30,13,19
28,2013-07-01,30,16,19
131,2013-07-01,30,44,19
56,2013-07-01,31,9,17
122,2013-07-01,31,45,17
13,2013-07-01,31,67,17
3,2013-07-01,31,98,17
33,2013-07-01,32,9,13
53,2013-07-01,32,45,13
233,2013-07-01,33,9,3
215,2013-07-01,33,44,3
4,2013-07-01,33,92,3
63,2013-07-01,34,9,17
186,2013-07-01,34,45,17
2,2013-07-01,34,52,17
19,2013-07-01,35,16,5
19,2013-07-01,35,24,5
2,2013-07-01,35,63,5
2,2013-07-01,35,66,5
46,2013-07-01,36,9,18
2,2013-07-01,36,30,18
100,2013-07-01,36,44,18
31,2013-07-01,37,5,13
18,2013-07-01,37,45,13
3,2013-07-01,37,104,13
124,2013-07-01,38,9,14
163,2013-07-01,38,45,14
3,2013-07-01,38,52,14
2,2013-07-01,39,9,8
13,2013-07-01,39,36,8
1,2013-07-01,39,103,8
23,2013-07-01,40,5,13
79,2013-07-01,40,45,13
2,2013-07-01,40,106,13
41,2013-07-01,42,5,14
88,2013-07-01,42,45,14
2,2013-07-01,42,82,14
2,2013-07-01,43,3,11
27,2013-07-01,43,16,11
14,2013-07-01,43,37,11
2,2013-07-01,43,73,11
6,2013-07-01,45,9,16
9,2013-07-01,45,26,16
81,2013-07-02,2,5,14
169,2013-07-02,2,44,14
5,2013-07-02,3,2,7
7,2013-07-02,3,5,7
69,2013-07-02,3,45,7
50,2013-07-02,4,9,9
13,2013-07-02,4,27,9
2,2013-07-02,4,90,9
2,2013-07-02,4,101,9
52,2013-07-02,6,9,14
2,2013-07-02,6,14,14
72,2013-07-02,6,45,14
56,2013-07-02,7,5,6
32,2013-07-02,7,23,6
29,2013-07-02,8,5,4
19,2013-07-02,8,23,4
62,2013-07-02,9,5,17
13,2013-07-02,9,42,17
44,2013-07-02,9,45,17
25,2013-07-02,11,9,10
1,2013-07-02,11,61,10
39,2013-07-02,11,68,10
29,2013-07-02,12,16,11
10,2013-07-02,12,37,11
93,2013-07-02,13,5,6
79,2013-07-02,13,36,6
8,2013-07-02,14,9,16
58,2013-07-02,14,25,16
1,2013-07-02,14,33,16
78,2013-07-02,15,5,13
1,2013-07-02,15,17,13
78,2013-07-02,15,45,13
34,2013-07-02,16,16,2
155,2013-07-02,16,25,2
3,2013-07-02,16,77,2
109,2013-07-02,17,9,20
50,2013-07-02,17,37,20
3,2013-07-02,18,5,17
17,2013-07-02,18,37,17
2,2013-07-02,18,72,17
25,2013-07-02,19,16,15
4,2013-07-02,19,69,15
4,2013-07-02,19,75,15
5,2013-07-02,19,83,15
124,2013-07-02,20,5,7
1,2013-07-02,20,18,7
30,2013-07-02,20,41,7
39,2013-07-02,21,5,3
79,2013-07-02,21,44,3
28,2013-07-02,22,9,10
43,2013-07-02,22,68,10
12,2013-07-02,22,78,10
1,2013-07-02,22,104,10
34,2013-07-02,23,5,17
2,2013-07-02,23,29,17
43,2013-07-02,23,45,17
1,2013-07-02,23,56,17
7,2013-07-02,24,6,9
55,2013-07-02,24,43,9
4,2013-07-02,24,60,9
93,2013-07-02,25,9,13
80,2013-07-02,25,45,13
1,2013-07-02,26,2,17
10,2013-07-02,26,5,17
48,2013-07-02,26,45,17
72,2013-07-02,27,9,10
3,2013-07-02,27,21,10
18,2013-07-02,27,68,10
44,2013-07-02,28,5,7
51,2013-07-02,28,45,7
29,2013-07-02,29,8,3
19,2013-07-02,29,41,3
59,2013-07-02,29,45,3
50,2013-07-02,30,16,19
208,2013-07-02,30,44,19
1,2013-07-02,30,65,19
62,2013-07-02,31,9,17
90,2013-07-02,31,45,17
12,2013-07-02,31,67,17
2,2013-07-02,31,98,17
105,2013-07-02,32,9,13
1,2013-07-02,32,19,13
41,2013-07-02,32,45,13
3,2013-07-02,32,58,13
118,2013-07-02,33,9,3
244,2013-07-02,33,44,3
1,2013-07-02,33,92,3
25,2013-07-02,34,9,17
80,2013-07-02,34,45,17
27,2013-07-02,35,16,5
14,2013-07-02,35,24,5
15,2013-07-02,35,66,5
27,2013-07-02,36,9,18
74,2013-07-02,36,44,18
25,2013-07-02,37,5,13
59,2013-07-02,37,45,13
3,2013-07-02,37,104,13
1,2013-07-02,37,105,13
64,2013-07-02,38,9,14
87,2013-07-02,38,45,14
1,2013-07-02,38,52,14
7,2013-07-02,39,9,8
14,2013-07-02,39,36,8
58,2013-07-02,40,5,13
69,2013-07-02,40,45,13
1,2013-07-02,40,55,13
55,2013-07-02,42,5,14
62,2013-07-02,42,45,14
6,2013-07-02,43,3,11
42,2013-07-02,43,16,11
12,2013-07-02,43,37,11
4,2013-07-02,43,105,11
19,2013-07-02,45,9,16
3,2013-07-02,45,26,16
24,2013-07-03,2,5,14
1,2013-07-03,2,11,14
145,2013-07-03,2,44,14
5,2013-07-03,3,2,7
21,2013-07-03,3,5,7
97,2013-07-03,3,45,7
101,2013-07-03,4,9,9
12,2013-07-03,4,27,9
5,2013-07-03,4,90,9
60,2013-07-03,6,9,14
4,2013-07-03,6,14,14
79,2013-07-03,6,45,14
90,2013-07-03,7,5,6
1,2013-07-03,7,7,6
18,2013-07-03,7,23,6
27,2013-07-03,8,5,4
12,2013-07-03,8,23,4
3,2013-07-03,8,59,4
41,2013-07-03,9,5,17
76,2013-07-03,9,45,17
33,2013-07-03,11,9,10
42,2013-07-03,11,68,10
2,2013-07-03,11,87,10
35,2013-07-03,12,16,11
17,2013-07-03,12,37,11
59,2013-07-03,13,5,6
97,2013-07-03,13,36,6
2,2013-07-03,14,9,16
10,2013-07-03,14,25,16
1,2013-07-03,14,33,16
27,2013-07-03,15,5,13
1,2013-07-03,15,17,13
97,2013-07-03,15,45,13
21,2013-07-03,16,16,2
41,2013-07-03,16,25,2
3,2013-07-03,16,77,2
136,2013-07-03,17,9,20
102,2013-07-03,17,37,20
10,2013-07-03,18,5,17
16,2013-07-03,18,37,17
2,2013-07-03,18,57,17
22,2013-07-03,19,16,15
2,2013-07-03,19,69,15
12,2013-07-03,19,83,15
40,2013-07-03,20,5,7
2,2013-07-03,20,18,7
33,2013-07-03,20,41,7
48,2013-07-03,21,5,3
97,2013-07-03,21,44,3
13,2013-07-03,22,9,10
37,2013-07-03,22,68,10
17,2013-07-03,23,5,17
3,2013-07-03,23,29,17
36,2013-07-03,23,45,17
55,2013-07-03,24,6,9
80,2013-07-03,24,43,9
1,2013-07-03,24,76,9
123,2013-07-03,25,9,13
78,2013-07-03,25,45,13
4,2013-07-03,26,2,17
31,2013-07-03,26,5,17
48,2013-07-03,26,45,17
62,2013-07-03,27,9,10
2,2013-07-03,27,21,10
30,2013-07-03,27,68,10
8,2013-07-03,28,2,7
32,2013-07-03,28,5,7
58,2013-07-03,28,45,7
49,2013-07-03,29,8,3
8,2013-07-03,29,41,3
58,2013-07-03,29,45,3
3,2013-07-03,30,13,19
61,2013-07-03,30,16,19
200,2013-07-03,30,44,19
1,2013-07-03,30,65,19
13,2013-07-03,31,9,17
92,2013-07-03,31,45,17
15,2013-07-03,31,67,17
10,2013-07-03,32,9,13
1,2013-07-03,32,19,13
40,2013-07-03,32,45,13
2,2013-07-03,32,58,13
105,2013-07-03,33,9,3
274,2013-07-03,33,44,3
10,2013-07-03,34,9,17
115,2013-07-03,34,45,17
2,2013-07-03,34,52,17
22,2013-07-03,35,16,5
19,2013-07-03,35,24,5
2,2013-07-03,35,63,5
18,2013-07-03,35,66,5
29,2013-07-03,36,9,18
1,2013-07-03,36,30,18
169,2013-07-03,36,44,18
15,2013-07-03,37,5,13
43,2013-07-03,37,45,13
3,2013-07-03,37,104,13
57,2013-07-03,38,9,14
102,2013-07-03,38,45,14
2,2013-07-03,38,52,14
2,2013-07-03,38,98,14
17,2013-07-03,39,9,8
12,2013-07-03,39,36,8
29,2013-07-03,40,5,13
63,2013-07-03,40,45,13
15,2013-07-03,42,5,14
60,2013-07-03,42,45,14
1,2013-07-03,42,82,14
1,2013-07-03,43,3,11
50,2013-07-03,43,16,11
15,2013-07-03,43,37,11
3,2013-07-03,45,4,16
3,2013-07-03,45,9,16
1,2013-07-03,45,26,16
23,2013-07-04,2,5,14
1,2013-07-04,2,11,14
167,2013-07-04,2,44,14
1,2013-07-04,3,2,7
62,2013-07-04,3,5,7
71,2013-07-04,3,45,7
14,2013-07-04,4,9,9
11,2013-07-04,4,27,9
2,2013-07-04,4,101,9
28,2013-07-04,6,9,14
51,2013-07-04,6,45,14
26,2013-07-04,7,5,6
3,2013-07-04,7,7,6
33,2013-07-04,7,23,6
24,2013-07-04,8,5,4
9,2013-07-04,8,23,4
2,2013-07-04,8,59,4
48,2013-07-04,9,5,17
60,2013-07-04,9,45,17
43,2013-07-04,11,9,10
1,2013-07-04,11,61,10
34,2013-07-04,11,68,10
37,2013-07-04,12,16,11
10,2013-07-04,12,37,11
5,2013-07-04,12,79,11
37,2013-07-04,13,5,6
82,2013-07-04,13,36,6
2,2013-07-04,13,104,6
12,2013-07-04,14,9,16
29,2013-07-04,14,25,16
42,2013-07-04,15,5,13
1,2013-07-04,15,17,13
66,2013-07-04,15,45,13
18,2013-07-04,16,16,2
1,2013-07-04,16,25,2
2,2013-07-04,16,77,2
79,2013-07-04,17,9,20
72,2013-07-04,17,37,20
5,2013-07-04,18,5,17
14,2013-07-04,18,37,17
2,2013-07-04,18,57,17
13,2013-07-04,19,16,15
1,2013-07-04,19,69,15
15,2013-07-04,19,83,15
24,2013-07-04,20,5,7
43,2013-07-04,20,41,7
1,2013-07-04,20,74,7
3,2013-07-04,21,5,3
71,2013-07-04,21,44,3
1,2013-07-04,21,91,3
10,2013-07-04,22,9,10
19,2013-07-04,22,68,10
24,2013-07-04,23,5,17
35,2013-07-04,23,45,17
39,2013-07-04,24,6,9
64,2013-07-04,24,43,9
3,2013-07-04,24,60,9
45,2013-07-04,25,9,13
55,2013-07-04,25,45,13
2,2013-07-04,26,2,17
15,2013-07-04,26,5,17
39,2013-07-04,26,45,17
19,2013-07-04,27,9,10
17,2013-07-04,27,68,10
7,2013-07-04,28,5,7
27,2013-07-04,28,45,7
1,2013-07-04,29,8,3
22,2013-07-04,29,41,3
49,2013-07-04,29,45,3
18,2013-07-04,30,16,19
151,2013-07-04,30,44,19
14,2013-07-04,31,9,17
80,2013-07-04,31,45,17
13,2013-07-04,31,67,17
1,2013-07-04,31,98,17
35,2013-07-04,32,9,13
33,2013-07-04,32,45,13
2,2013-07-04,32,58,13
51,2013-07-04,33,9,3
251,2013-07-04,33,44,3
1,2013-07-04,33,92,3
63,2013-07-04,34,9,17
80,2013-07-04,34,45,17
2,2013-07-04,34,52,17
8,2013-07-04,35,16,5
8,2013-07-04,35,24,5
14,2013-07-04,35,66,5
24,2013-07-04,36,9,18
81,2013-07-04,36,44,18
19,2013-07-04,37,5,13
19,2013-07-04,37,45,13
1,2013-07-04,37,53,13
2,2013-07-04,37,104,13
36,2013-07-04,38,9,14
112,2013-07-04,38,45,14
10,2013-07-04,39,36,8
37,2013-07-04,40,5,13
66,2013-07-04,40,45,13
18,2013-07-04,42,5,14
64,2013-07-04,42,45,14
1,2013-07-04,42,82,14
40,2013-07-04,43,16,11
20,2013-07-04,43,37,11
1,2013-07-04,43,105,11
1,2013-07-04,45,9,16
4,2013-07-04,45,26,16
31,2013-07-05,1,9,1
10,2013-07-05,1,28,1
48,2013-07-05,2,5,14
216,2013-07-05,2,44,14
16,2013-07-05,3,5,7
89,2013-07-05,3,45,7
37,2013-07-05,4,9,9
21,2013-07-05,4,27,9
2,2013-07-05,4,90,9
14,2013-07-05,5,16,12
2,2013-07-05,5,20,12
15,2013-07-05,5,37,12
59,2013-07-05,6,9,14
86,2013-07-05,6,45,14
27,2013-07-05,7,5,6
21,2013-07-05,7,23,6
15,2013-07-05,8,5,4
15,2013-07-05,8,23,4
71,2013-07-05,9,5,17
1,2013-07-05,9,10,17
87,2013-07-05,9,45,17
76,2013-07-05,10,5,12
3,2013-07-05,10,21,12
36,2013-07-05,10,37,12
32,2013-07-05,11,9,10
39,2013-07-05,11,68,10
2,2013-07-05,11,87,10
62,2013-07-05,12,16,11
28,2013-07-05,12,37,11
67,2013-07-05,13,5,6
97,2013-07-05,13,36,6
53,2013-07-05,15,5,13
4,2013-07-05,15,17,13
115,2013-07-05,15,45,13
1,2013-07-05,15,61,13
25,2013-07-05,16,16,2
