station_nbr,date,tmax,tmin,dayNum,weekday,weekend
16,2013-06-23,89,64,7,0,1
17,2013-06-23,95,77,7,0,1
18,2013-06-23,97,79,7,0,1
19,2013-06-23,88,67,7,0,1
20,2013-06-23,94,77,7,0,1
1,2013-06-24,94,71,1,1,0
2,2013-06-24,88,67,1,1,0
3,2013-06-24,93,76,1,1,0
4,2013-06-24,99,76,1,1,0
5,2013-06-24,M,M,1,1,0
6,2013-06-24,100,75,1,1,0
7,2013-06-24,90,74,1,1,0
8,2013-06-24,100,76,1,1,0
9,2013-06-24,82,64,1,1,0
10,2013-06-24,89,78,1,1,0
11,2013-06-24,89,72,1,1,0
12,2013-06-24,90,74,1,1,0
13,2013-06-24,89,54,1,1,0
14,2013-06-24,90,73,1,1,0
15,2013-06-24,93,67,1,1,0
16,2013-06-24,93,69,1,1,0
17,2013-06-24,94,76,1,1,0
18,2013-06-24,97,78,1,1,0
19,2013-06-24,81,69,1,1,0
20,2013-06-24,95,76,1,1,0
1,2013-06-25,91,71,2,1,0
2,2013-06-25,86,66,2,1,0
3,2013-06-25,91,78,2,1,0
4,2013-06-25,101,78,2,1,0
5,2013-06-25,M,M,2,1,0
6,2013-06-25,100,77,2,1,0
7,2013-06-25,90,77,2,1,0
8,2013-06-25,100,78,2,1,0
9,2013-06-25,84,64,2,1,0
10,2013-06-25,91,77,2,1,0
11,2013-06-25,91,72,2,1,0
12,2013-06-25,91,74,2,1,0
13,2013-06-25,90,57,2,1,0
14,2013-06-25,90,76,2,1,0
15,2013-06-25,91,64,2,1,0
16,2013-06-25,90,69,2,1,0
17,2013-06-25,92,77,2,1,0
18,2013-06-25,98,79,2,1,0
19,2013-06-25,81,67,2,1,0
20,2013-06-25,96,77,2,1,0
1,2013-06-26,83,62,3,1,0
2,2013-06-26,81,68,3,1,0
3,2013-06-26,96,80,3,1,0
4,2013-06-26,102,78,3,1,0
5,2013-06-26,M,M,3,1,0
6,2013-06-26,101,78,3,1,0
7,2013-06-26,95,75,3,1,0
8,2013-06-26,102,77,3,1,0
9,2013-06-26,87,72,3,1,0
10,2013-06-26,92,75,3,1,0
11,2013-06-26,92,70,3,1,0
12,2013-06-26,93,74,3,1,0
13,2013-06-26,95,57,3,1,0
14,2013-06-26,93,72,3,1,0
15,2013-06-26,78,62,3,1,0
16,2013-06-26,84,63,3,1,0
17,2013-06-26,97,77,3,1,0
18,2013-06-26,99,79,3,1,0
19,2013-06-26,75,65,3,1,0
20,2013-06-26,97,77,3,1,0
1,2013-06-27,70,60,4,1,0
2,2013-06-27,70,62,4,1,0
3,2013-06-27,100,78,4,1,0
4,2013-06-27,103,77,4,1,0
5,2013-06-27,M,M,4,1,0
6,2013-06-27,102,76,4,1,0
7,2013-06-27,101,75,4,1,0
8,2013-06-27,104,78,4,1,0
9,2013-06-27,86,69,4,1,0
10,2013-06-27,93,72,4,1,0
11,2013-06-27,93,69,4,1,0
12,2013-06-27,94,74,4,1,0
13,2013-06-27,95,59,4,1,0
14,2013-06-27,99,73,4,1,0
15,2013-06-27,72,60,4,1,0
16,2013-06-27,71,60,4,1,0
17,2013-06-27,100,74,4,1,0
18,2013-06-27,102,81,4,1,0
19,2013-06-27,88,63,4,1,0
20,2013-06-27,100,78,4,1,0
1,2013-06-28,84,59,5,1,0
2,2013-06-28,78,59,5,1,0
3,2013-06-28,97,74,5,1,0
4,2013-06-28,106,75,5,1,0
5,2013-06-28,M,M,5,1,0
6,2013-06-28,105,75,5,1,0
7,2013-06-28,97,72,5,1,0
8,2013-06-28,105,79,5,1,0
9,2013-06-28,78,65,5,1,0
10,2013-06-28,92,78,5,1,0
11,2013-06-28,89,74,5,1,0
12,2013-06-28,94,80,5,1,0
13,2013-06-28,92,62,5,1,0
14,2013-06-28,98,71,5,1,0
15,2013-06-28,73,56,5,1,0
16,2013-06-28,79,60,5,1,0
17,2013-06-28,97,74,5,1,0
18,2013-06-28,106,82,5,1,0
19,2013-06-28,80,64,5,1,0
20,2013-06-28,104,80,5,1,0
1,2013-06-29,86,72,6,0,1
2,2013-06-29,79,68,6,0,1
3,2013-06-29,93,67,6,0,1
4,2013-06-29,108,75,6,0,1
5,2013-06-29,M,M,6,0,1
6,2013-06-29,107,72,6,0,1
7,2013-06-29,93,71,6,0,1
8,2013-06-29,109,75,6,0,1
9,2013-06-29,77,63,6,0,1
10,2013-06-29,86,77,6,0,1
11,2013-06-29,87,74,6,0,1
12,2013-06-29,89,79,6,0,1
13,2013-06-29,81,60,6,0,1
14,2013-06-29,93,76,6,0,1
15,2013-06-29,84,65,6,0,1
16,2013-06-29,83,69,6,0,1
17,2013-06-29,92,66,6,0,1
18,2013-06-29,100,78,6,0,1
19,2013-06-29,69,61,6,0,1
20,2013-06-29,100,75,6,0,1
1,2013-06-30,87,69,7,0,1
2,2013-06-30,82,68,7,0,1
3,2013-06-30,86,62,7,0,1
4,2013-06-30,96,72,7,0,1
5,2013-06-30,M,M,7,0,1
6,2013-06-30,96,72,7,0,1
7,2013-06-30,87,65,7,0,1
8,2013-06-30,99,77,7,0,1
9,2013-06-30,82,58,7,0,1
10,2013-06-30,90,75,7,0,1
11,2013-06-30,90,73,7,0,1
12,2013-06-30,94,76,7,0,1
13,2013-06-30,74,59,7,0,1
14,2013-06-30,88,67,7,0,1
15,2013-06-30,87,65,7,0,1
16,2013-06-30,84,68,7,0,1
17,2013-06-30,85,69,7,0,1
18,2013-06-30,93,78,7,0,1
19,2013-06-30,70,61,7,0,1
20,2013-06-30,93,73,7,0,1
1,2013-07-01,81,72,1,1,0
2,2013-07-01,76,69,1,1,0
3,2013-07-01,87,61,1,1,0
4,2013-07-01,91,73,1,1,0
5,2013-07-01,M,M,1,1,0
6,2013-07-01,91,67,1,1,0
7,2013-07-01,85,59,1,1,0
8,2013-07-01,94,72,1,1,0
9,2013-07-01,84,60,1,1,0
10,2013-07-01,84,73,1,1,0
11,2013-07-01,86,72,1,1,0
12,2013-07-01,87,74,1,1,0
13,2013-07-01,77,55,1,1,0
14,2013-07-01,85,64,1,1,0
15,2013-07-01,78,66,1,1,0
16,2013-07-01,79,71,1,1,0
17,2013-07-01,86,63,1,1,0
18,2013-07-01,90,71,1,1,0
19,2013-07-01,74,60,1,1,0
20,2013-07-01,89,67,1,1,0
1,2013-07-02,84,61,2,1,0
2,2013-07-02,79,67,2,1,0
3,2013-07-02,88,59,2,1,0
4,2013-07-02,95,69,2,1,0
5,2013-07-02,M,M,2,1,0
6,2013-07-02,94,63,2,1,0
7,2013-07-02,87,58,2,1,0
8,2013-07-02,96,66,2,1,0
9,2013-07-02,83,59,2,1,0
10,2013-07-02,88,73,2,1,0
11,2013-07-02,88,72,2,1,0
12,2013-07-02,88,74,2,1,0
13,2013-07-02,82,53,2,1,0
14,2013-07-02,89,60,2,1,0
15,2013-07-02,77,61,2,1,0
16,2013-07-02,81,59,2,1,0
17,2013-07-02,86,57,2,1,0
18,2013-07-02,91,68,2,1,0
19,2013-07-02,69,58,2,1,0
20,2013-07-02,90,64,2,1,0
1,2013-07-03,89,61,3,1,0
2,2013-07-03,84,65,3,1,0
3,2013-07-03,87,57,3,1,0
4,2013-07-03,96,67,3,1,0
5,2013-07-03,M,M,3,1,0
6,2013-07-03,95,60,3,1,0
7,2013-07-03,87,60,3,1,0
8,2013-07-03,99,67,3,1,0
9,2013-07-03,84,59,3,1,0
10,2013-07-03,88,74,3,1,0
11,2013-07-03,88,71,3,1,0
12,2013-07-03,89,73,3,1,0
13,2013-07-03,87,55,3,1,0
14,2013-07-03,88,63,3,1,0
15,2013-07-03,88,61,3,1,0
16,2013-07-03,89,59,3,1,0
17,2013-07-03,87,55,3,1,0
18,2013-07-03,93,67,3,1,0
19,2013-07-03,66,60,3,1,0
20,2013-07-03,92,63,3,1,0
1,2013-07-04,93,74,4,1,0
2,2013-07-04,87,71,4,1,0
3,2013-07-04,91,60,4,1,0
4,2013-07-04,96,70,4,1,0
5,2013-07-04,M,M,4,1,0
6,2013-07-04,96,63,4,1,0
7,2013-07-04,92,70,4,1,0
8,2013-07-04,98,70,4,1,0
9,2013-07-04,87,63,4,1,0
10,2013-07-04,90,73,4,1,0
11,2013-07-04,87,72,4,1,0
12,2013-07-04,89,75,4,1,0
13,2013-07-04,90,59,4,1,0
14,2013-07-04,92,67,4,1,0
15,2013-07-04,93,65,4,1,0
16,2013-07-04,92,74,4,1,0
17,2013-07-04,91,59,4,1,0
18,2013-07-04,96,74,4,1,0
19,2013-07-04,80,61,4,1,0
20,2013-07-04,96,67,4,1,0
1,2013-07-05,94,77,5,1,0
2,2013-07-05,89,72,5,1,0
3,2013-07-05,92,63,5,1,0
4,2013-07-05,99,72,5,1,0
5,2013-07-05,M,M,5,1,0
6,2013-07-05,98,65,5,1,0
7,2013-07-05,93,70,5,1,0
8,2013-07-05,99,70,5,1,0
9,2013-07-05,88,67,5,1,0
10,2013-07-05,90,75,5,1,0
11,2013-07-05,90,71,5,1,0
12,2013-07-05,89,75,5,1,0
13,2013-07-05,89,62,5,1,0
14,2013-07-05,93,70,5,1,0
15,2013-07-05,95,70,5,1,0
16,2013-07-05,93,76,5,1,0
17,2013-07-05,92,62,5,1,0
18,2013-07-05,97,75,5,1,0
19,2013-07-05,84,67,5,1,0
20,2013-07-05,97,71,5,1,0
1,2013-07-06,90,74,6,0,1
2,2013-07-06,87,73,6,0,1
3,2013-07-06,90,70,6,0,1
4,2013-07-06,99,73,6,0,1
5,2013-07-06,M,M,6,0,1
6,2013-07-06,99,67,6,0,1
7,2013-07-06,96,74,6,0,1
8,2013-07-06,100,74,6,0,1
9,2013-07-06,91,71,6,0,1
10,2013-07-06,89,76,6,0,1
11,2013-07-06,89,74,6,0,1
12,2013-07-06,89,76,6,0,1
13,2013-07-06,88,64,6,0,1
14,2013-07-06,95,72,6,0,1
15,2013-07-06,89,68,6,0,1
16,2013-07-06,90,73,6,0,1
17,2013-07-06,91,69,6,0,1
18,2013-07-06,97,77,6,0,1
19,2013-07-06,83,66,6,0,1
20,2013-07-06,97,72,6,0,1
1,2013-07-07,92,69,7,0,1
2,2013-07-07,88,71,7,0,1
3,2013-07-07,95,67,7,0,1
4,2013-07-07,102,76,7,0,1
5,2013-07-07,M,M,7,0,1
6,2013-07-07,100,71,7,0,1
7,2013-07-07,96,75,7,0,1
8,2013-07-07,101,74,7,0,1
9,2013-07-07,90,72,7,0,1
10,2013-07-07,89,76,7,0,1
11,2013-07-07,89,72,7,0,1
12,2013-07-07,89,74,7,0,1
13,2013-07-07,85,61,7,0,1
14,2013-07-07,96,73,7,0,1
15,2013-07-07,90,64,7,0,1
16,2013-07-07,91,68,7,0,1
17,2013-07-07,96,72,7,0,1
18,2013-07-07,98,78,7,0,1
19,2013-07-07,90,71,7,0,1
20,2013-07-07,98,73,7,0,1
1,2013-07-08,83,65,1,1,0
2,2013-07-08,85,67,1,1,0
3,2013-07-08,96,73,1,1,0
4,2013-07-08,91,77,1,1,0
5,2013-07-08,M,M,1,1,0
6,2013-07-08,93,76,1,1,0
7,2013-07-08,96,75,1,1,0
8,2013-07-08,94,77,1,1,0
9,2013-07-08,86,65,1,1,0
10,2013-07-08,90,77,1,1,0
11,2013-07-08,90,71,1,1,0
12,2013-07-08,89,73,1,1,0
13,2013-07-08,93,64,1,1,0
14,2013-07-08,97,72,1,1,0
15,2013-07-08,83,64,1,1,0
16,2013-07-08,84,64,1,1,0
17,2013-07-08,97,70,1,1,0
18,2013-07-08,99,79,1,1,0
19,2013-07-08,88,69,1,1,0
20,2013-07-08,97,77,1,1,0
1,2013-07-09,74,66,2,1,0
2,2013-07-09,74,64,2,1,0
3,2013-07-09,100,79,2,1,0
4,2013-07-09,102,76,2,1,0
5,2013-07-09,M,M,2,1,0
6,2013-07-09,99,74,2,1,0
7,2013-07-09,100,78,2,1,0
8,2013-07-09,102,76,2,1,0
9,2013-07-09,85,71,2,1,0
10,2013-07-09,91,77,2,1,0
11,2013-07-09,90,72,2,1,0
12,2013-07-09,90,74,2,1,0
13,2013-07-09,92,61,2,1,0
14,2013-07-09,100,78,2,1,0
15,2013-07-09,75,64,2,1,0
16,2013-07-09,72,65,2,1,0
17,2013-07-09,100,74,2,1,0
18,2013-07-09,101,80,2,1,0
19,2013-07-09,84,68,2,1,0
20,2013-07-09,99,77,2,1,0
1,2013-07-10,85,66,3,1,0
2,2013-07-10,82,65,3,1,0
3,2013-07-10,102,78,3,1,0
4,2013-07-10,102,76,3,1,0
5,2013-07-10,M,M,3,1,0
6,2013-07-10,100,71,3,1,0
7,2013-07-10,103,76,3,1,0
8,2013-07-10,101,76,3,1,0
9,2013-07-10,80,63,3,1,0
10,2013-07-10,90,77,3,1,0
11,2013-07-10,90,70,3,1,0
12,2013-07-10,90,71,3,1,0
13,2013-07-10,89,59,3,1,0
14,2013-07-10,103,76,3,1,0
15,2013-07-10,77,64,3,1,0
16,2013-07-10,85,66,3,1,0
17,2013-07-10,100,75,3,1,0
18,2013-07-10,103,84,3,1,0
19,2013-07-10,80,68,3,1,0
20,2013-07-10,102,81,3,1,0
1,2013-07-11,84,71,4,1,0
2,2013-07-11,79,69,4,1,0
3,2013-07-11,102,76,4,1,0
4,2013-07-11,102,76,4,1,0
5,2013-07-11,M,M,4,1,0
6,2013-07-11,100,73,4,1,0
7,2013-07-11,97,77,4,1,0
8,2013-07-11,100,76,4,1,0
9,2013-07-11,84,61,4,1,0
10,2013-07-11,92,74,4,1,0
11,2013-07-11,92,72,4,1,0
12,2013-07-11,93,75,4,1,0
13,2013-07-11,97,61,4,1,0
14,2013-07-11,100,76,4,1,0
15,2013-07-11,83,66,4,1,0
16,2013-07-11,82,70,4,1,0
17,2013-07-11,101,75,4,1,0
18,2013-07-11,105,82,4,1,0
19,2013-07-11,79,61,4,1,0
20,2013-07-11,101,77,4,1,0
1,2013-07-12,78,66,5,1,0
2,2013-07-12,74,65,5,1,0
3,2013-07-12,97,74,5,1,0
4,2013-07-12,103,75,5,1,0
5,2013-07-12,M,M,5,1,0
6,2013-07-12,102,72,5,1,0
7,2013-07-12,98,75,5,1,0
8,2013-07-12,102,76,5,1,0
9,2013-07-12,88,68,5,1,0
10,2013-07-12,86,75,5,1,0
11,2013-07-12,88,73,5,1,0
12,2013-07-12,91,76,5,1,0
13,2013-07-12,91,63,5,1,0
14,2013-07-12,99,72,5,1,0
15,2013-07-12,81,61,5,1,0
16,2013-07-12,75,64,5,1,0
17,2013-07-12,98,73,5,1,0
18,2013-07-12,102,79,5,1,0
19,2013-07-12,78,56,5,1,0
20,2013-07-12,102,74,5,1,0
1,2013-07-13,81,65,6,0,1
2,2013-07-13,72,61,6,0,1
3,2013-07-13,96,75,6,0,1
4,2013-07-13,105,76,6,0,1
5,2013-07-13,M,M,6,0,1
6,2013-07-13,104,70,6,0,1
7,2013-07-13,98,78,6,0,1
8,2013-07-13,104,76,6,0,1
9,2013-07-13,79,65,6,0,1
10,2013-07-13,86,71,6,0,1
11,2013-07-13,86,71,6,0,1
12,2013-07-13,89,73,6,0,1
13,2013-07-13,92,62,6,0,1
14,2013-07-13,99,76,6,0,1
15,2013-07-13,81,58,6,0,1
16,2013-07-13,78,64,6,0,1
17,2013-07-13,97,75,6,0,1
18,2013-07-13,102,82,6,0,1
19,2013-07-13,81,60,6,0,1
20,2013-07-13,101,78,6,0,1
1,2013-07-14,90,70,7,0,1
2,2013-07-14,86,70,7,0,1
3,2013-07-14,90,71,7,0,1
4,2013-07-14,98,74,7,0,1
5,2013-07-14,M,M,7,0,1
6,2013-07-14,97,74,7,0,1
7,2013-07-14,86,65,7,0,1
8,2013-07-14,97,76,7,0,1
9,2013-07-14,85,70,7,0,1
10,2013-07-14,86,72,7,0,1
11,2013-07-14,86,70,7,0,1
12,2013-07-14,87,73,7,0,1
13,2013-07-14,80,58,7,0,1
14,2013-07-14,84,66,7,0,1
15,2013-07-14,89,65,7,0,1
16,2013-07-14,90,68,7,0,1
17,2013-07-14,89,69,7,0,1
18,2013-07-14,83,72,7,0,1
19,2013-07-14,84,66,7,0,1
20,2013-07-14,80,69,7,0,1
1,2013-07-15,91,71,1,1,0
2,2013-07-15,88,71,1,1,0
3,2013-07-15,83,66,1,1,0
4,2013-07-15,78,70,1,1,0
5,2013-07-15,M,M,1,1,0
6,2013-07-15,83,71,1,1,0
7,2013-07-15,77,64,1,1,0
8,2013-07-15,90,73,1,1,0
9,2013-07-15,88,68,1,1,0
10,2013-07-15,87,76,1,1,0
11,2013-07-15,87,71,1,1,0
12,2013-07-15,88,73,1,1,0
13,2013-07-15,75,60,1,1,0
14,2013-07-15,78,65,1,1,0
15,2013-07-15,93,65,1,1,0
16,2013-07-15,88,70,1,1,0
17,2013-07-15,79,65,1,1,0
18,2013-07-15,75,68,1,1,0
19,2013-07-15,85,71,1,1,0
20,2013-07-15,75,67,1,1,0
1,2013-07-16,93,70,2,1,0
2,2013-07-16,90,72,2,1,0
3,2013-07-16,91,71,2,1,0
4,2013-07-16,94,72,2,1,0
5,2013-07-16,M,M,2,1,0
6,2013-07-16,95,71,2,1,0
7,2013-07-16,87,68,2,1,0
8,2013-07-16,93,76,2,1,0
9,2013-07-16,91,73,2,1,0
10,2013-07-16,88,77,2,1,0
11,2013-07-16,87,74,2,1,0
12,2013-07-16,88,78,2,1,0
13,2013-07-16,80,55,2,1,0
14,2013-07-16,88,70,2,1,0
15,2013-07-16,92,64,2,1,0
16,2013-07-16,92,68,2,1,0
17,2013-07-16,91,69,2,1,0
18,2013-07-16,91,73,2,1,0
19,2013-07-16,93,75,2,1,0
20,2013-07-16,90,71,2,1,0
1,2013-07-17,94,71,3,1,0
2,2013-07-17,90,72,3,1,0
3,2013-07-17,95,72,3,1,0
4,2013-07-17,92,73,3,1,0
5,2013-07-17,M,M,3,1,0
6,2013-07-17,92,72,3,1,0
7,2013-07-17,M,M,3,1,0
8,2013-07-17,93,76,3,1,0
9,2013-07-17,92,74,3,1,0
10,2013-07-17,89,78,3,1,0
11,2013-07-17,88,72,3,1,0
12,2013-07-17,89,75,3,1,0
13,2013-07-17,86,58,3,1,0
14,2013-07-17,89,71,3,1,0
15,2013-07-17,94,66,3,1,0
16,2013-07-17,88,68,3,1,0
17,2013-07-17,94,71,3,1,0
18,2013-07-17,93,73,3,1,0
19,2013-07-17,95,79,3,1,0
20,2013-07-17,92,71,3,1,0
1,2013-07-18,91,75,4,1,0
2,2013-07-18,91,74,4,1,0
3,2013-07-18,96,73,4,1,0
4,2013-07-18,95,73,4,1,0
5,2013-07-18,M,M,4,1,0
6,2013-07-18,95,72,4,1,0
7,2013-07-18,91,71,4,1,0
8,2013-07-18,96,76,4,1,0
9,2013-07-18,93,75,4,1,0
10,2013-07-18,88,77,4,1,0
11,2013-07-18,89,71,4,1,0
12,2013-07-18,90,73,4,1,0
13,2013-07-18,92,61,4,1,0
14,2013-07-18,91,72,4,1,0
15,2013-07-18,93,69,4,1,0
16,2013-07-18,88,72,4,1,0
17,2013-07-18,96,72,4,1,0
18,2013-07-18,95,74,4,1,0
19,2013-07-18,95,79,4,1,0
20,2013-07-18,93,71,4,1,0
1,2013-07-19,97,74,5,1,0
2,2013-07-19,93,74,5,1,0
3,2013-07-19,98,74,5,1,0
4,2013-07-19,96,72,5,1,0
5,2013-07-19,M,M,5,1,0
6,2013-07-19,96,69,5,1,0
7,2013-07-19,93,71,5,1,0
8,2013-07-19,97,74,5,1,0
9,2013-07-19,85,73,5,1,0
10,2013-07-19,89,75,5,1,0
11,2013-07-19,89,73,5,1,0
12,2013-07-19,92,74,5,1,0
13,2013-07-19,83,62,5,1,0
14,2013-07-19,94,71,5,1,0
15,2013-07-19,95,69,5,1,0
16,2013-07-19,96,71,5,1,0
17,2013-07-19,98,72,5,1,0
18,2013-07-19,96,77,5,1,0
19,2013-07-19,94,79,5,1,0
20,2013-07-19,95,75,5,1,0
1,2013-07-20,93,74,6,0,1
2,2013-07-20,88,69,6,0,1
3,2013-07-20,98,75,6,0,1
4,2013-07-20,96,75,6,0,1
5,2013-07-20,M,M,6,0,1
6,2013-07-20,94,71,6,0,1
7,2013-07-20,94,73,6,0,1
8,2013-07-20,97,76,6,0,1
9,2013-07-20,81,66,6,0,1
10,2013-07-20,87,74,6,0,1
11,2013-07-20,88,71,6,0,1
12,2013-07-20,91,74,6,0,1
13,2013-07-20,92,58,6,0,1
14,2013-07-20,95,72,6,0,1
15,2013-07-20,89,64,6,0,1
16,2013-07-20,93,72,6,0,1
17,2013-07-20,98,71,6,0,1
18,2013-07-20,95,76,6,0,1
19,2013-07-20,83,67,6,0,1
20,2013-07-20,96,74,6,0,1
1,2013-07-21,82,67,7,0,1
2,2013-07-21,83,67,7,0,1
3,2013-07-21,90,70,7,0,1
4,2013-07-21,96,75,7,0,1
5,2013-07-21,M,M,7,0,1
6,2013-07-21,96,72,7,0,1
7,2013-07-21,95,75,7,0,1
8,2013-07-21,M,76,7,0,1
9,2013-07-21,81,60,7,0,1
10,2013-07-21,91,73,7,0,1
11,2013-07-21,89,72,7,0,1
12,2013-07-21,93,75,7,0,1
13,2013-07-21,90,63,7,0,1
14,2013-07-21,96,74,7,0,1
15,2013-07-21,81,61,7,0,1
16,2013-07-21,79,67,7,0,1
17,2013-07-21,93,72,7,0,1
18,2013-07-21,98,76,7,0,1
19,2013-07-21,76,64,7,0,1
20,2013-07-21,97,74,7,0,1
1,2013-07-22,82,69,1,1,0
2,2013-07-22,82,65,1,1,0
3,2013-07-22,94,79,1,1,0
4,2013-07-22,99,78,1,1,0
5,2013-07-22,M,M,1,1,0
6,2013-07-22,98,77,1,1,0
7,2013-07-22,96,77,1,1,0
8,2013-07-22,M,80,1,1,0
9,2013-07-22,88,66,1,1,0
10,2013-07-22,91,75,1,1,0
11,2013-07-22,90,74,1,1,0
12,2013-07-22,93,76,1,1,0
13,2013-07-22,95,66,1,1,0
14,2013-07-22,96,77,1,1,0
15,2013-07-22,78,63,1,1,0
16,2013-07-22,M,M,1,1,0
17,2013-07-22,96,76,1,1,0
18,2013-07-22,99,79,1,1,0
19,2013-07-22,86,64,1,1,0
20,2013-07-22,97,78,1,1,0
1,2013-07-23,79,69,2,1,0
2,2013-07-23,82,67,2,1,0
3,2013-07-23,100,68,2,1,0
4,2013-07-23,99,78,2,1,0
5,2013-07-23,M,M,2,1,0
6,2013-07-23,99,77,2,1,0
7,2013-07-23,96,78,2,1,0
8,2013-07-23,M,M,2,1,0
9,2013-07-23,76,61,2,1,0
10,2013-07-23,89,74,2,1,0
11,2013-07-23,91,73,2,1,0
12,2013-07-23,93,76,2,1,0
13,2013-07-23,90,66,2,1,0
14,2013-07-23,97,76,2,1,0
15,2013-07-23,77,64,2,1,0
16,2013-07-23,M,M,2,1,0
17,2013-07-23,100,69,2,1,0
18,2013-07-23,99,82,2,1,0
19,2013-07-23,76,62,2,1,0
20,2013-07-23,98,80,2,1,0
1,2013-07-24,86,63,3,1,0
2,2013-07-24,79,62,3,1,0
3,2013-07-24,90,71,3,1,0
4,2013-07-24,97,77,3,1,0
5,2013-07-24,M,M,3,1,0
6,2013-07-24,97,75,3,1,0
7,2013-07-24,88,65,3,1,0
8,2013-07-24,97,78,3,1,0
9,2013-07-24,77,59,3,1,0
10,2013-07-24,88,73,3,1,0
11,2013-07-24,88,72,3,1,0
12,2013-07-24,89,75,3,1,0
13,2013-07-24,81,59,3,1,0
14,2013-07-24,91,67,3,1,0
15,2013-07-24,83,56,3,1,0
16,2013-07-24,M,M,3,1,0
17,2013-07-24,90,70,3,1,0
18,2013-07-24,99,78,3,1,0
19,2013-07-24,70,57,3,1,0
20,2013-07-24,99,79,3,1,0
1,2013-07-25,65,59,4,1,0
2,2013-07-25,62,55,4,1,0
3,2013-07-25,86,71,4,1,0
4,2013-07-25,100,76,4,1,0
5,2013-07-25,M,M,4,1,0
6,2013-07-25,100,73,4,1,0
7,2013-07-25,85,72,4,1,0
8,2013-07-25,99,76,4,1,0
9,2013-07-25,82,61,4,1,0
10,2013-07-25,91,73,4,1,0
11,2013-07-25,89,72,4,1,0
12,2013-07-25,92,75,4,1,0
13,2013-07-25,82,55,4,1,0
14,2013-07-25,86,73,4,1,0
15,2013-07-25,74,52,4,1,0
16,2013-07-25,64,60,4,1,0
17,2013-07-25,87,71,4,1,0
18,2013-07-25,96,77,4,1,0
19,2013-07-25,79,56,4,1,0
20,2013-07-25,97,75,4,1,0
1,2013-07-26,72,61,5,1,0
2,2013-07-26,70,58,5,1,0
3,2013-07-26,82,68,5,1,0
4,2013-07-26,100,74,5,1,0
5,2013-07-26,M,M,5,1,0
6,2013-07-26,100,74,5,1,0
7,2013-07-26,83,69,5,1,0
8,2013-07-26,99,79,5,1,0
9,2013-07-26,72,54,5,1,0
10,2013-07-26,90,76,5,1,0
11,2013-07-26,91,73,5,1,0
12,2013-07-26,91,75,5,1,0
13,2013-07-26,87,54,5,1,0
14,2013-07-26,85,71,5,1,0
15,2013-07-26,74,61,5,1,0
16,2013-07-26,71,61,5,1,0
17,2013-07-26,83,68,5,1,0
18,2013-07-26,97,79,5,1,0
19,2013-07-26,72,63,5,1,0
20,2013-07-26,96,78,5,1,0
1,2013-07-27,85,61,6,0,1
2,2013-07-27,79,59,6,0,1
3,2013-07-27,84,66,6,0,1
4,2013-07-27,90,74,6,0,1
5,2013-07-27,M,M,6,0,1
6,2013-07-27,89,74,6,0,1
7,2013-07-27,86,66,6,0,1
8,2013-07-27,92,80,6,0,1
9,2013-07-27,64,53,6,0,1
10,2013-07-27,92,73,6,0,1
11,2013-07-27,91,73,6,0,1
12,2013-07-27,93,75,6,0,1
13,2013-07-27,80,60,6,0,1
14,2013-07-27,88,69,6,0,1
15,2013-07-27,83,53,6,0,1
16,2013-07-27,83,60,6,0,1
17,2013-07-27,86,66,6,0,1
18,2013-07-27,92,75,6,0,1
19,2013-07-27,64,56,6,0,1
20,2013-07-27,92,74,6,0,1
1,2013-07-28,79,65,7,0,1
2,2013-07-28,80,61,7,0,1
3,2013-07-28,86,67,7,0,1
4,2013-07-28,98,76,7,0,1
5,2013-07-28,M,M,7,0,1
6,2013-07-28,98,75,7,0,1
7,2013-07-28,87,69,7,0,1
8,2013-07-28,99,79,7,0,1
9,2013-07-28,73,51,7,0,1
10,2013-07-28,91,76,7,0,1
11,2013-07-28,89,72,7,0,1
12,2013-07-28,91,74,7,0,1
13,2013-07-28,70,60,7,0,1
14,2013-07-28,88,69,7,0,1
15,2013-07-28,80,58,7,0,1
16,2013-07-28,74,63,7,0,1
17,2013-07-28,87,67,7,0,1
18,2013-07-28,94,72,7,0,1
19,2013-07-28,69,54,7,0,1
20,2013-07-28,95,68,7,0,1
1,2013-07-29,84,66,1,1,0
2,2013-07-29,81,64,1,1,0
3,2013-07-29,90,69,1,1,0
4,2013-07-29,101,78,1,1,0
5,2013-07-29,M,M,1,1,0
6,2013-07-29,101,76,1,1,0
7,2013-07-29,89,70,1,1,0
8,2013-07-29,100,79,1,1,0
9,2013-07-29,79,53,1,1,0
10,2013-07-29,93,73,1,1,0
11,2013-07-29,91,72,1,1,0
12,2013-07-29,90,72,1,1,0
13,2013-07-29,72,58,1,1,0
14,2013-07-29,90,74,1,1,0
15,2013-07-29,84,61,1,1,0
16,2013-07-29,78,65,1,1,0
17,2013-07-29,90,73,1,1,0
18,2013-07-29,98,80,1,1,0
19,2013-07-29,68,58,1,1,0
20,2013-07-29,98,78,1,1,0
1,2013-07-30,81,63,2,1,0
2,2013-07-30,78,60,2,1,0
3,2013-07-30,90,72,2,1,0
4,2013-07-30,101,77,2,1,0
5,2013-07-30,M,M,2,1,0
6,2013-07-30,102,76,2,1,0
7,2013-07-30,91,70,2,1,0
8,2013-07-30,103,78,2,1,0
9,2013-07-30,72,64,2,1,0
10,2013-07-30,91,78,2,1,0
